Date,Actual,Predicted,Error,Absolute_Error
19-06-2025,23463.33333,25692.137,-2228.803385,2228.803385
20-06-2025,23654.29167,22140.602,1513.690104,1513.690104
21-06-2025,21978.4375,21232.875,745.5625,745.5625
22-06-2025,19397.77083,18680.34,717.4309896,717.4309896
23-06-2025,20495.08333,20396.807,98.27669271,98.27669271
24-06-2025,23105.97917,20759.947,2346.031901,2346.031901
25-06-2025,24635.45833,23623.271,1012.186849,1012.186849
26-06-2025,22336.52083,23085.39,-748.8697917,748.8697917
27-06-2025,21313.97917,20765.486,548.4928385,548.4928385
28-06-2025,19620.83333,18590.936,1029.897786,1029.897786
29-06-2025,21375.16667,20251.828,1123.338542,1123.338542
30-06-2025,23721,22531.426,1189.574219,1189.574219
01-07-2025,35212.89583,27310.428,7902.468099,7902.468099
02-07-2025,33651.54167,26447.95,7203.592448,7203.592448
03-07-2025,28617.625,25512.084,3105.541016,3105.541016
04-07-2025,24756,24748.861,7.138671875,7.138671875
05-07-2025,24130.27083,21757.828,2372.442708,2372.442708
06-07-2025,21686.20833,23035.057,-1348.848307,1348.848307
07-07-2025,21301.14583,23300.672,-1999.526042,1999.526042
08-07-2025,22069.5625,25582.846,-3513.283203,3513.283203
09-07-2025,20948.08333,25983.482,-5035.399089,5035.399089
10-07-2025,26258.14583,25358.475,899.671224,899.671224
11-07-2025,28761.77083,26076.125,2685.645833,2685.645833
12-07-2025,29163.79167,24027.865,5135.926432,5135.926432
13-07-2025,20567.64583,22908.586,-2340.940104,2340.940104
14-07-2025,22783.27083,22438.945,344.3255208,344.3255208
15-07-2025,22979.52083,22354.656,624.8645833,624.8645833
16-07-2025,23529.14583,23548.066,-18.92057292,18.92057292
17-07-2025,25215,25253.742,-38.7421875,38.7421875
18-07-2025,23987.25,26430.36,-2443.109375,2443.109375
19-07-2025,23063.875,25224.549,-2160.673828,2160.673828
20-07-2025,21401.04167,21093.691,307.3502604,307.3502604
21-07-2025,23811.14583,23530.607,280.5384115,280.5384115
22-07-2025,24057.8125,24498.795,-440.9824219,440.9824219
23-07-2025,23711.77083,24302.033,-590.2623698,590.2623698
24-07-2025,24076.64583,24075.639,1.007161458,1.007161458
25-07-2025,22122.79167,23544.238,-1421.446615,1421.446615
26-07-2025,21109.8125,21033.182,76.63085938,76.63085938
27-07-2025,20152.16667,20426.912,-274.7454427,274.7454427
28-07-2025,22265.70833,22975.715,-710.0065104,710.0065104
29-07-2025,23940.20833,24026.938,-86.72916667,86.72916667
30-07-2025,23110.58333,24133.553,-1022.969401,1022.969401
31-07-2025,23051.9375,23152.031,-100.09375,100.09375
01-08-2025,37574.10417,22293.807,15280.29753,15280.29753
02-08-2025,32334.66667,24357.145,7977.522135,7977.522135
03-08-2025,24021.08333,23026.357,994.7259115,994.7259115
04-08-2025,25483.4375,24352.824,1130.613281,1130.613281
05-08-2025,24806.64583,23371.943,1434.702474,1434.702474
06-08-2025,19681.3125,24630.008,-4948.695313,4948.695313
07-08-2025,21799.02083,23599.39,-1800.369792,1800.369792
08-08-2025,20696.02083,23771.049,-3075.027995,3075.027995
09-08-2025,22647,21528.768,1118.232422,1118.232422
10-08-2025,26906.97917,21339.71,5567.268229,5567.268229
11-08-2025,25673.04167,25407.924,265.1178385,265.1178385
12-08-2025,31095,26231.158,4863.841797,4863.841797
13-08-2025,24922.70833,26000.865,-1078.156901,1078.156901
14-08-2025,24519.79167,25156.605,-636.8138021,636.8138021
15-08-2025,23224.125,25123.72,-1899.595703,1899.595703
16-08-2025,21343.77083,21578.07,-234.2994792,234.2994792
17-08-2025,19131.60417,22235.66,-3104.05599,3104.05599
18-08-2025,24199.9375,24820.953,-621.015625,621.015625
19-08-2025,24158.83333,25340.781,-1181.947917,1181.947917
20-08-2025,23807.89583,24008.564,-200.6686198,200.6686198
21-08-2025,23672.1875,23854.502,-182.3144531,182.3144531
22-08-2025,22926.4375,23574.418,-647.9804688,647.9804688
23-08-2025,21435.02083,21171.371,263.6497396,263.6497396
24-08-2025,20154.08333,20748.896,-594.813151,594.813151
25-08-2025,18960.64583,22037.98,-3077.334635,3077.334635
26-08-2025,22519.95833,22524.955,-4.996744792,4.996744792
27-08-2025,23172.8125,22533.379,639.4335938,639.4335938
28-08-2025,22768.9375,22505.834,263.1035156,263.1035156
29-08-2025,22892.83333,21925.988,966.8450521,966.8450521
30-08-2025,20522.27083,19245.057,1277.214193,1277.214193
31-08-2025,18349.125,18529.004,-179.8789063,179.8789063
01-09-2025,37397.39583,22652.908,14744.48763,14744.48763
02-09-2025,30548.91667,25928.26,4620.656901,4620.656901
03-09-2025,23949.64583,25070.307,-1120.660807,1120.660807
04-09-2025,25933.8125,24907.877,1025.935547,1025.935547
05-09-2025,22468.54167,25622.5,-3153.958333,3153.958333
06-09-2025,23284.58333,20891.564,2393.01888,2393.01888
07-09-2025,23270,21443.047,1826.953125,1826.953125
08-09-2025,18178.72917,24594.375,-6415.645833,6415.645833
09-09-2025,23234.47917,23094.459,140.0201823,140.0201823
10-09-2025,26132.08333,23227.857,2904.225911,2904.225911
11-09-2025,25993.625,23258.055,2735.570313,2735.570313
12-09-2025,30100.70833,23158.264,6942.444661,6942.444661
13-09-2025,20765.02083,22390.105,-1625.084635,1625.084635
14-09-2025,22806.5625,21768.678,1037.884766,1037.884766
15-09-2025,22795.75,21905.865,889.8847656,889.8847656
16-09-2025,23598.83333,22358.91,1239.923177,1239.923177
17-09-2025,25406.14583,24325.469,1080.677083,1080.677083
18-09-2025,24626.54167,23712,914.5416667,914.5416667
19-09-2025,23779.1875,23976.475,-197.2871094,197.2871094
20-09-2025,23406.27083,22086.164,1320.106771,1320.106771
21-09-2025,21372.625,20733.45,639.1757813,639.1757813
22-09-2025,24613.70833,22671.92,1941.788411,1941.788411
23-09-2025,25750.29167,24966.56,783.7311198,783.7311198
24-09-2025,26044.58333,24745.883,1298.700521,1298.700521
25-09-2025,24695.33333,24238.3,457.0325521,457.0325521
26-09-2025,26408.58333,24904.863,1503.720052,1503.720052
27-09-2025,23443.75,22702.613,741.1367188,741.1367188
28-09-2025,23340.39583,22448.734,891.6614583,891.6614583
29-09-2025,25941.29167,25451.244,490.047526,490.047526
30-09-2025,25519.20833,25305.66,213.5481771,213.5481771
01-10-2025,37982.95833,27489.613,10493.34505,10493.34505
02-10-2025,34475.77083,27282.17,7193.600911,7193.600911
03-10-2025,28392.875,27628.516,764.359375,764.359375
04-10-2025,25047.04167,23366.758,1680.283854,1680.283854
05-10-2025,19402.75,23481.861,-4079.111328,4079.111328
06-10-2025,22386.625,25714.834,-3328.208984,3328.208984
07-10-2025,23703.89583,27315.56,-3611.664714,3611.664714
08-10-2025,19170.95833,26550.803,-7379.844401,7379.844401
09-10-2025,24141.27083,25191.078,-1049.807292,1049.807292
10-10-2025,27159.72917,25715.57,1444.158854,1444.158854
11-10-2025,29635.04167,25716.41,3918.63151,3918.63151
12-10-2025,29648.39583,25773.824,3874.571615,3874.571615
13-10-2025,28377.54167,29194.002,-816.4602865,816.4602865
14-10-2025,29303.875,28872.629,431.2460938,431.2460938
15-10-2025,29331.75,28366.104,965.6464844,965.6464844
16-10-2025,29253.41667,29568.887,-315.4700521,315.4700521
17-10-2025,28784.6875,29380.89,-596.203125,596.203125
18-10-2025,25586.02083,26316.166,-730.1451823,730.1451823
19-10-2025,24759.16667,25448.098,-688.9309896,688.9309896
20-10-2025,28411.66667,29261.078,-849.4114583,849.4114583
21-10-2025,27476.29167,28756.24,-1279.948568,1279.948568
22-10-2025,27880.4375,28394.902,-514.4648438,514.4648438
23-10-2025,28084.14583,27440.717,643.4290365,643.4290365
24-10-2025,27009.27083,26294.203,715.0677083,715.0677083
25-10-2025,24197.72917,23658.723,539.0065104,539.0065104
26-10-2025,25148.2,23871.17,1277.030078,1277.030078
27-10-2025,27322.5625,26201.947,1120.615234,1120.615234
28-10-2025,26729.91667,26066.068,663.8483073,663.8483073
29-10-2025,29372.08333,28423.42,948.6634115,948.6634115
30-10-2025,29105.58333,27409.88,1695.702474,1695.702474
31-10-2025,26626.33333,26711.215,-84.88151042,84.88151042
01-11-2025,35002.375,23662.361,11340.01367,11340.01367
02-11-2025,35507.45833,27508.594,7998.864583,7998.864583
03-11-2025,29450.02083,30295.365,-845.344401,845.344401
04-11-2025,23644.33333,28379.377,-4735.04362,4735.04362
05-11-2025,19681.91667,28826.344,-9144.427083,9144.427083
06-11-2025,22344.70833,29295.996,-6951.28776,6951.28776
07-11-2025,23675.41667,27861.877,-4186.460286,4186.460286
08-11-2025,23669.875,26427.006,-2757.130859,2757.130859
09-11-2025,22585.70833,25122.682,-2536.973307,2536.973307
10-11-2025,24890.60417,25972.516,-1081.911458,1081.911458
11-11-2025,29255.5625,25323.4,3932.162109,3932.162109
12-11-2025,30691.70833,25551.697,5140.011068,5140.011068
13-11-2025,28476.27083,25634.338,2841.932943,2841.932943
14-11-2025,28855.64583,26492.568,2363.077474,2363.077474
15-11-2025,27436.45833,25490.668,1945.790365,1945.790365
16-11-2025,27970.4375,25679.936,2290.501953,2290.501953
17-11-2025,31641.89583,29849.494,1792.401693,1792.401693
18-11-2025,33769.58333,32113.28,1656.304036,1656.304036
19-11-2025,33323.375,31796.754,1526.621094,1526.621094
20-11-2025,35044.20833,33491.516,1552.692708,1552.692708
21-11-2025,34552.1875,33564.273,987.9140625,987.9140625
22-11-2025,31798.83333,30877.69,921.1438802,921.1438802
23-11-2025,29351.75,28388.738,963.0117188,963.0117188
24-11-2025,33197.22917,32865.88,331.3502604,331.3502604
25-11-2025,34157.75,33119.39,1038.359375,1038.359375
26-11-2025,34767.625,32915.37,1852.253906,1852.253906
27-11-2025,30662.125,31859.656,-1197.53125,1197.53125
28-11-2025,29201.52083,28866.39,335.1302083,335.1302083
29-11-2025,29291.125,28217.584,1073.541016,1073.541016
30-11-2025,29189.85417,27253.969,1935.885417,1935.885417
01-12-2025,33482.22917,30689.213,2793.016276,2793.016276
02-12-2025,35462.27083,32222.93,3239.341146,3239.341146
03-12-2025,30448.89583,32915.953,-2467.057292,2467.057292
04-12-2025,21950.54167,31177.164,-9226.622396,9226.622396
05-12-2025,22895.60417,29112.314,-6216.710286,6216.710286
06-12-2025,23340.83333,25681.592,-2340.758464,2340.758464
07-12-2025,20616.91667,25280.844,-4663.927083,4663.927083
08-12-2025,24048.8125,26934.012,-2885.199219,2885.199219
09-12-2025,22032.3125,25379.12,-3346.806641,3346.806641
10-12-2025,25317.47917,24002.395,1315.084635,1315.084635
11-12-2025,29564.75,24973.488,4591.261719,4591.261719
12-12-2025,31454.91667,26809.998,4644.91862,4644.91862
13-12-2025,27283.25,25530.154,1753.095703,1753.095703
14-12-2025,26331.79167,24644.137,1687.654948,1687.654948
15-12-2025,32319.125,28498.39,3820.734375,3820.734375
16-12-2025,33073.52083,30411.992,2661.528646,2661.528646
17-12-2025,32014.83333,30081.92,1932.913411,1932.913411
18-12-2025,31831.89583,30787.215,1044.68099,1044.68099
19-12-2025,29812.22917,28921.627,890.6022135,890.6022135
20-12-2025,28788,27685.5,1102.5,1102.5
21-12-2025,28863,27703.152,1159.847656,1159.847656
22-12-2025,30737.10417,30499.84,237.2643229,237.2643229
23-12-2025,31270.60417,30094.863,1175.740885,1175.740885
24-12-2025,28727,29325.09,-598.0898438,598.0898438
25-12-2025,25394.35417,27382.205,-1987.850911,1987.850911
26-12-2025,26056.875,27440.004,-1383.128906,1383.128906
27-12-2025,27954.10417,25710.09,2244.014323,2244.014323
28-12-2025,28898.97917,27507.936,1391.04362,1391.04362
29-12-2025,30724.20833,30737.797,-13.58854167,13.58854167
30-12-2025,30899.97917,30360.332,539.6471354,539.6471354
31-12-2025,30377.20833,30398.633,-21.42447917,21.42447917
